"Storm" "Year" "Name" "StartMonth" "maxWS" "minCP" "avgLat" "avgLon" "madeLandfall" "Max_Landfall_Speed" "Min_Landfall_Pressure"
"49" 6802 1966 "INEZ" 9 130.000001937151 929.000013843179 21.1076918358986 -77.4769213451789 TRUE 110.000001639128 961.000014320016
"50" 6806 1966 "JUDITH" 9 45.0000006705523 1007.00001500547 13.199999704957 -56.9499987270683 FALSE 0 Inf
"51" 6822 1966 "LOIS" 11 70.0000010430813 986.000014692545 31.0888881939981 -43.1666657018165 FALSE 0 Inf
"52" 6925 1967 "ARLENE" 8 70.0000010430813 982.00001463294 33.4374992526136 -53.1249988125637 FALSE 0 Inf
"53" 6931 1967 "CHLOE" 9 95.0000014156103 958.000014275312 31.8999992869794 -39.1214276969965 TRUE 45.0000006705523 992.000014781952
"54" 6933 1967 "BEULAH" 9 140.000002086163 923.000013753772 18.3054049962477 -79.2783766063685 FALSE 0 Inf
"55" 6934 1967 "DORIA" 9 75.0000011175871 973.00001449883 33.9999992400408 -72.7799983732402 FALSE 0 Inf
"56" 6950 1967 "EDITH" 9 45.0000006705523 1000.00001490116 14.069999685511 -55.7699987534434 FALSE 0 Inf
"57" 6953 1967 "FERN" 10 75.0000011175871 987.000014707446 21.9833328419675 -94.333331224819 FALSE 0 Inf
"58" 6957 1967 "GINGER" 10 45.0000006705523 1002.00001493096 19.9999995529652 -19.6999995596707 FALSE 0 Inf
"59" 6968 1967 "HEIDI" 10 80.0000011920929 981.000014618039 31.5777770719594 -55.1111098792818 FALSE 0 Inf
"60" 7018 1968 "ABBY" 6 65.0000009685755 965.000014379621 25.2166661030302 -82.7666648166875 TRUE 60.0000008940697 992.000014781952
"61" 7023 1968 "BRENDA" 6 65.0000009685755 990.00001475215 32.6399992704391 -68.4733318028351 TRUE 25.000000372529 1012.00001507998
"62" 7025 1968 "CANDY" 6 60.0000008940697 999.00001488626 27.3499993886799 -96.8999978341162 TRUE 60.0000008940697 999.00001488626
"63" 7053 1968 "DOLLY" 8 70.0000010430813 985.000014677644 35.6416658700133 -60.8999986387789 TRUE 25.000000372529 1012.00001507998
"64" 7078 1968 "EDNA" 9 50.0000007450581 1005.00001497567 16.5499996300787 -42.9999990388751 FALSE 0 Inf
"65" 7081 1968 "SUBTROP:UNNAMED" 9 70.0000010430813 979.000014588237 37.7849991554394 -55.1599987670779 FALSE 0 Inf
"66" 7086 1968 "FRANCES" 9 50.0000007450581 1001.00001491606 33.1666659253339 -65.0999985449016 FALSE 0 Inf
"67" 7094 1968 "GLADYS" 10 75.0000011175871 965.000014379621 28.1764699584421 -80.2941158523454 TRUE 70.0000010430813 977.000014558434
"68" 7166 1969 "ANNA" 7 60.0000008940697 1002.00001493096 25.7749994238839 -64.1499985661358 FALSE 0 Inf
"69" 7175 1969 "BLANCHE" 8 75.0000011175871 997.000014856458 39.8999991081655 -65.149998543784 FALSE 0 Inf
"70" 7178 1969 "CAMILLE" 8 150.000002235174 900.000013411045 25.8062494231854 -84.7249981062487 TRUE 150.000002235174 900.000013411045
"71" 7179 1969 "DEBBIE" 8 105.000001564622 951.000014171004 23.5956516465091 -57.9956508776092 FALSE 0 Inf
"72" 7185 1969 "EVE" 8 50.0000007450581 996.000014841557 31.2499993015081 -72.2249983856454 FALSE 0 Inf
"73" 7187 1969 "FRANCELIA" 8 100.000001490116 973.00001449883 15.7166663153718 -79.2666648949186 FALSE 0 Inf
"74" 7194 1969 "GERDA" 9 110.000001639128 979.000014588237 32.3272720047019 -76.0909073901447 TRUE 25.000000372529 1010.00001505017
"75" 7200 1969 "HOLLY" 9 75.0000011175871 984.000014662743 15.7124996487983 -51.1499988567084 FALSE 0 Inf
"76" 7207 1969 "INGA" 9 95.0000014156103 964.000014364719 26.8190470195952 -58.1285701292966 FALSE 0 Inf
"77" 7208 1969 "UNNAMED" 9 65.0000009685755 985.000014677644 36.3333325212201 -66.9444429481195 FALSE 0 Inf
"78" 7210 1969 "UNNAMED" 9 60.0000008940697 990.00001475215 38.1666658135752 -38.2499991450459 FALSE 0 Inf
"79" 7215 1969 "SUBTROP:UNNAMED" 9 50.0000007450581 996.000014841557 26.4999994076788 -86.1857123593135 TRUE 30.0000004470348 996.000014841557
"80" 7216 1969 "JENNY" 10 40.0000005960464 1000.00001490116 25.4999994300306 -82.099998164922 FALSE 0 Inf
"81" 7221 1969 "KARA" 10 85.0000012665987 978.000014573336 34.2769223107741 -67.6538446416648 FALSE 0 Inf
"82" 7226 1969 "LAURIE" 10 90.0000013411045 973.00001449883 23.0916661505277 -89.0916646753127 TRUE 30.0000004470348 1005.00001497567
"83" 7229 1969 "UNNAMED" 10 60.0000008940697 990.00001475215 34.5714277986969 -43.9285704466913 FALSE 0 Inf
"84" 7230 1969 "UNNAMED" 10 65.0000009685755 988.000014722347 34.0833325715115 -47.9999989271164 FALSE 0 Inf
"85" 7236 1969 "MARTHA" 11 80.0000011920929 979.000014588237 9.71999978274107 -80.9999981895089 FALSE 0 Inf
"86" 7275 1970 "ALMA" 5 70.0000010430813 993.000014796853 21.71111062583 -80.8666648591558 TRUE 25.000000372529 1003.00001494586
"87" 7298 1970 "BECKY" 7 55.0000008195639 1003.00001494586 26.7142851171749 -86.1714266453471 TRUE 55.0000008195639 1006.00001499057
"88" 7309 1970 "CELIA" 7 110.000001639128 945.000014081597 25.7533327577015 -92.22666460524 TRUE 110.000001639128 945.000014081597
"89" 7321 1970 "UNNAMED" 8 60.0000008940697 992.000014781952 36.2857134746654 -70.6428555638662 FALSE 0 Inf
"90" 7323 1970 "DOROTHY" 8 60.0000008940697 996.000014841557 14.2666663477818 -60.1222208783858 FALSE 0 Inf
"91" 7343 1970 "ELLA" 9 110.000001639128 967.000014409423 22.7428566345147 -93.2571407726833 TRUE 110.000001639128 967.000014409423
"92" 7344 1970 "FELICE" 9 60.0000008940697 997.000014856458 27.7374993800186 -89.4624980003573 TRUE 60.0000008940697 997.000014856458
"93" 7353 1970 "GRETA" 9 45.0000006705523 1005.00001497567 22.5111106079486 -85.6777758627302 FALSE 0 Inf
"94" 7365 1970 "UNNAMED" 10 90.0000013411045 974.000014513731 30.6636356782507 -64.7272712805054 FALSE 0 Inf
"95" 7369 1970 "UNNAMED" 10 60.0000008940697 988.000014722347 34.857142078025 -43.8571418768593 FALSE 0 Inf
"96" 7446 1971 "ARLENE" 7 55.0000008195639 1000.00001490116 40.3799990974367 -65.9199985265732 FALSE 0 Inf
"97" 7465 1971 "UNNAMED" 8 75.0000011175871 974.000014513731 42.7999990433455 -55.7999987527728 FALSE 0 Inf
"98" 7473 1971 "BETH" 8 75.0000011175871 977.000014558434 39.0785705550973 -67.8499984834343 TRUE 50.0000007450581 998.000014871359
"99" 7475 1971 "CHLOE" 8 35.0000005215406 1004.00001496077 15.0499996636063 -68.3749984716997 FALSE 0 Inf
"100" 7477 1971 "DORIA" 8 55.0000008195639 989.000014737248 33.6714278188135 -76.3428554364613 TRUE 55.0000008195639 989.000014737248
"101" 7489 1971 "FERN" 9 80.0000011920929 978.000014573336 27.3599993884563 -94.8533312131961 TRUE 55.0000008195639 978.000014573336
"102" 7490 1971 "EDITH" 9 140.000002086163 943.000014051795 20.2210521796032 -86.6736822732185 TRUE 140.000002086163 943.000014051795
"103" 7491 1971 "GINGER" 9 90.0000013411045 959.000014290214 30.9245276106697 -66.4924513439665 TRUE 65.0000009685755 984.000014662743
"104" 7495 1971 "HEIDI" 9 50.0000007450581 996.000014841557 35.3857134947819 -71.4999984018505 TRUE 40.0000005960464 998.000014871359
"105" 7496 1971 "IRENE:OLIVIA" 9 100.000001490116 948.000014126301 13.5830766194715 -84.1615365803815 FALSE 0 Inf
"106" 7503 1971 "JANICE" 9 55.0000008195639 1005.00001497567 14.1999996826053 -50.8999988622963 FALSE 0 Inf
"107" 7520 1971 "KRISTY" 10 45.0000006705523 992.000014781952 32.2799992784858 -51.8199988417327 FALSE 0 Inf
"108" 7530 1971 "LAURA" 11 60.0000008940697 994.000014811754 18.9307688076336 -85.2769211708353 FALSE 0 Inf
"109" 7575 1972 "ALPHA" 5 60.0000008940697 991.000014767051 30.7888882007036 -80.3555537594689 TRUE 50.0000007450581 991.000014767051
"110" 7584 1972 "AGNES" 6 75.0000011175871 977.000014558434 29.7133326691886 -82.6333314863344 TRUE 65.0000009685755 983.000014647841
"111" 7617 1972 "BETTY" 8 90.0000013411045 976.000014543533 40.449999095872 -39.8636354726147 FALSE 0 Inf
"112" 7621 1972 "CARRIE" 8 60.0000008940697 992.000014781952 38.0285705785666 -70.7857127035303 TRUE 55.0000008195639 992.000014781952
"113" 7626 1972 "DAWN" 9 70.0000010430813 997.000014856458 31.9555548412932 -74.5666649999718 TRUE 30.0000004470348 1007.00001500547
"114" 7635 1972 "CHARLIE" 9 60.0000008940697 944.000014066696 44.2999990098178 -47.3749989410862 FALSE 0 Inf
"115" 7655 1972 "DELTA" 11 40.0000005960464 1001.00001491606 31.4749992964789 -46.0916656364376 FALSE 0 Inf
"116" 7727 1973 "ALICE" 7 80.0000011920929 986.000014692545 32.5249992730096 -65.0374985462986 FALSE 0 Inf
"117" 7745 1973 "ALFA" 7 35.0000005215406 1005.00001497567 39.8166657766948 -69.9833317690839 FALSE 0 Inf
"118" 7753 1973 "BRENDA" 8 70.0000010430813 977.000014558434 20.6999995373189 -88.2999980263412 TRUE 50.0000007450581 992.000014781952
"119" 7757 1973 "CHRISTINE" 8 60.0000008940697 996.000014841557 14.5374996750616 -54.4874987821095 FALSE 0 Inf
"120" 7762 1973 "DELIA" 9 60.0000008940697 986.000014692545 25.8428565652243 -91.2142836754876 FALSE 0 Inf
"121" 7768 1973 "ELLEN" 9 95.0000014156103 962.000014334917 28.9999993517995 -45.8099989760667 FALSE 0 Inf
"122" 7781 1973 "FRAN" 10 70.0000010430813 978.000014573336 36.5111102950242 -43.2777768104441 FALSE 0 Inf
"123" 7784 1973 "GILDA" 10 60.0000008940697 968.000014424324 29.5999993383884 -71.3176454647499 TRUE 50.0000007450581 995.000014826655
"124" 7854 1974 "SUBTROP:UNNAMED" 6 55.0000008195639 1000.00001490116 31.1499993037432 -78.4999982453883 TRUE 55.0000008195639 1000.00001490116
"125" 7865 1974 "SUBTROP:UNNAMED" 7 45.0000006705523 1006.00001499057 38.9999991282821 -58.3999986946583 FALSE 0 Inf
"126" 7879 1974 "SUBTROP:UNNAMED" 8 50.0000007450581 992.000014781952 38.874999131076 -66.2249985197559 FALSE 0 Inf
"127" 7882 1974 "ALMA" 8 55.0000008195639 1007.00001500547 10.2499997708946 -48.4999989159405 FALSE 0 Inf
"128" 7896 1974 "BECKY" 8 100.000001490116 977.000014558434 34.3999992311001 -66.4999985136092 FALSE 0 Inf
"129" 7897 1974 "CARMEN" 8 130.000001937151 928.000013828278 20.9833328643193 -85.133331430455 TRUE 130.000001937151 928.000013828278
"130" 7902 1974 "DOLLY" 9 45.0000006705523 1004.00001496077 37.1999991685152 -66.1499985214323 FALSE 0 Inf
"131" 7903 1974 "ELAINE" 9 60.0000008940697 1001.00001491606 29.6699993368238 -64.9899985473603 FALSE 0 Inf
"132" 7907 1974 "FIFI" 9 95.0000014156103 971.000014469028 16.5749996295199 -81.7999981716275 FALSE 0 Inf
"133" 7915 1974 "GERTRUDE" 9 65.0000009685755 999.00001488626 11.4124997449107 -55.2999987639487 FALSE 0 Inf
"134" 7916 1974 "SUBTROP:UNNAMED" 10 40.0000005960464 1006.00001499057 24.949999442324 -76.6249982872978 FALSE 0 Inf
"135" 7993 1975 "AMY" 6 60.0000008940697 981.000014618039 35.7903217806691 -69.0741920044586 FALSE 0 Inf
"136" 8003 1975 "BLANCHE" 7 75.0000011175871 980.000014603138 33.3399992547929 -70.4849984245375 TRUE 70.0000010430813 980.000014603138
"137" 8023 1975 "CAROLINE" 8 100.000001490116 963.000014349818 22.5212116178238 -87.6212101627254 TRUE 100.000001490116 963.000014349818
"138" 8027 1975 "DORIS" 8 95.0000014156103 965.000014379621 36.6586198702711 -45.3172403663911 FALSE 0 Inf
"139" 8039 1975 "ELOISE" 9 110.000001639128 955.000014230609 22.3304342834846 -75.9130417814721 TRUE 110.000001639128 955.000014230609
"140" 8043 1975 "FAYE" 9 90.0000013411045 977.000014558434 32.8473676868567 -58.7263144768382 FALSE 0 Inf
"141" 8044 1975 "GLADYS" 9 120.000001788139 939.00001399219 22.9565212260122 -54.0260857489446 FALSE 0 Inf
"142" 8061 1975 "HALLIE" 10 45.0000006705523 1002.00001493096 32.1571421383747 -77.5928554085216 FALSE 0 Inf
"143" 8083 1975 "SUBTROP:UNNAMED" 12 60.0000008940697 985.000014677644 32.7666659342746 -38.8833324642231 FALSE 0 Inf
"144" 8131 1976 "SUBTROP:UNNAMED" 5 45.0000006705523 994.000014811754 29.7055548915846 -82.5499981548637 TRUE 40.0000005960464 998.000014871359
"145" 8155 1976 "ANNA" 7 40.0000005960464 999.00001488626 34.8999992199242 -34.8666658873359 FALSE 0 Inf
"146" 8161 1976 "BELLE" 8 105.000001564622 957.000014260411 30.633332648625 -74.0222205676966 TRUE 60.0000008940697 983.000014647841
"147" 8169 1976 "DOTTIE" 8 45.0000006705523 996.000014841557 29.4099993426353 -80.8799981921911 TRUE 35.0000005215406 1003.00001494586
"148" 8170 1976 "CANDICE" 8 80.0000011920929 964.000014364719 38.6999991349876 -61.8181804364378 FALSE 0 Inf
"149" 8172 1976 "EMMY" 8 90.0000013411045 974.000014513731 27.3903219684237 -50.7645149943569 FALSE 0 Inf
"150" 8176 1976 "FRANCES" 8 100.000001490116 963.000014349818 23.6785708993141 -47.1857132310314 FALSE 0 Inf
"151" 8187 1976 "SUBTROP:UNNAMED" 9 40.0000005960464 1011.00001506507 32.8399992659688 -80.1333315422138 TRUE 40.0000005960464 1011.00001506507
"152" 8194 1976 "GLORIA" 9 90.0000013411045 970.000014454126 32.1342849960285 -53.3771416640707 FALSE 0 Inf
"153" 8202 1976 "HOLLY" 10 65.0000009685755 990.00001475215 27.8285708065544 -53.328570236585 FALSE 0 Inf
"154" 8282 1977 "ANITA" 8 150.000002235174 926.000013798475 25.4149994319305 -93.7549979044124 TRUE 150.000002235174 926.000013798475
"155" 8287 1977 "BABE" 9 65.0000009685755 995.000014826655 30.1999993249774 -88.2699980270118 TRUE 65.0000009685755 995.000014826655
"156" 8289 1977 "CLARA" 9 65.0000009685755 993.000014796853 34.6296288555971 -68.670368835468 TRUE 20.0000002980232 1015.00001512468
"157" 8299 1977 "DOROTHY" 9 75.0000011175871 980.000014603138 36.8266658435265 -59.913331994166 FALSE 0 Inf
"158" 8307 1977 "EVELYN" 10 70.0000010430813 994.000014811754 37.9299991521984 -62.3499986063689 FALSE 0 Inf
"159" 8308 1977 "FRIEDA" 10 50.0000007450581 1005.00001497567 17.3699996117502 -85.1599980965257 TRUE 25.000000372529 1008.00001502037
"160" 8335 1978 "SUBTROP:UNNAMED" 1 40.0000005960464 1002.00001493096 22.6999994926155 -52.4666654939453 FALSE 0 Inf
"161" 8381 1978 "AMELIA" 7 45.0000006705523 1005.00001497567 27.5333327179154 -98.0499978084117 TRUE 45.0000006705523 1005.00001497567
"162" 8384 1978 "BESS" 8 45.0000006705523 1005.00001497567 23.0153841009507 -94.3999978899956 TRUE 45.0000006705523 1007.00001500547
"163" 8386 1978 "CORA" 8 80.0000011920929 980.000014603138 12.9842102360961 -51.1315778044886 FALSE 0 Inf
"164" 8401 1978 "DEBRA" 8 50.0000007450581 1000.00001490116 28.3142850814121 -92.4285693626319 TRUE 50.0000007450581 1000.00001490116
"165" 8404 1978 "ELLA" 8 120.000001788139 956.00001424551 33.3518511063799 -66.0555540790988 FALSE 0 Inf
"166" 8407 1978 "FLOSSIE" 9 85.0000012665987 976.000014543533 30.4894730027177 -47.0315778961307 FALSE 0 Inf
"167" 8415 1978 "HOPE" 9 55.0000008195639 987.000014707446 35.8874991978519 -58.3874986949377 FALSE 0 Inf
"168" 8416 1978 "GRETA" 9 115.000001713634 947.0000141114 15.0999996624887 -80.6999981962144 TRUE 115.000001713634 947.0000141114
"169" 8426 1978 "IRMA" 10 45.0000006705523 1001.00001491606 34.9166658862183 -31.2499993015081 FALSE 0 Inf
"170" 8429 1978 "JULIET" 10 45.0000006705523 1006.00001499057 21.6437495162245 -63.8499985728413 FALSE 0 Inf
"171" 8441 1978 "KENDRA" 10 70.0000010430813 990.00001475215 30.9727265804329 -67.2545439512892 FALSE 0 Inf
"172" 8497 1979 "ANA" 6 50.0000007450581 1005.00001497567 12.8473681338916 -54.4736829929446 FALSE 0 Inf
"173" 8503 1979 "BOB" 7 65.0000009685755 986.000014692545 32.713792372238 -85.3034463691814 TRUE 65.0000009685755 986.000014692545
"174" 8506 1979 "CLAUDETTE" 7 45.0000006705523 997.000014856458 25.119297684154 -80.3719280281088 TRUE 45.0000006705523 997.000014856458
"175" 8525 1979 "DAVID" 8 150.000002235174 924.000013768673 23.4563631120731 -65.6072712608359 TRUE 150.000002235174 926.000013798475
"176" 8529 1979 "FREDERIC" 8 115.000001713634 943.000014051795 20.7205877721529 -67.7176455452162 TRUE 115.000001713634 946.000014096498
"177" 8531 1979 "ELENA" 8 35.0000005215406 1004.00001496077 27.2999993897974 -93.476920987551 TRUE 35.0000005215406 1008.00001502037
"178" 8535 1979 "GLORIA" 9 85.0000012665987 975.000014528632 29.3477266167544 -39.4340900276703 FALSE 0 Inf
"179" 8539 1979 "HENRI" 9 75.0000011175871 983.000014647841 22.2820507840086 -92.1051261464182 FALSE 0 Inf
"180" 8553 1979 "SUBTROP:UNNAMED" 10 65.0000009685755 980.000014603138 38.6666658023993 -62.1666652771334 FALSE 0 Inf
"181" 8626 1980 "ALLEN" 8 165.000002458692 899.000013396144 18.8204541247846 -74.0227256181904 TRUE 100.000001490116 945.000014081597
"182" 8631 1980 "BONNIE" 8 85.0000012665987 975.000014528632 27.1458327265767 -38.8416657984878 FALSE 0 Inf
"183" 8632 1980 "CHARLEY" 8 70.0000010430813 989.000014737248 37.1181809885258 -62.8363622318615 FALSE 0 Inf
"184" 8638 1980 "GEORGES" 9 70.0000010430813 993.000014796853 26.8531243997859 -57.5999987125397 FALSE 0 Inf
"185" 8641 1980 "EARL" 9 65.0000009685755 985.000014677644 27.1416660600031 -36.5791658490586 FALSE 0 Inf
"186" 8642 1980 "DANIELLE" 9 50.0000007450581 1004.00001496077 28.9166660203288 -95.2333312047025 TRUE 40.0000005960464 1004.00001496077
"187" 8643 1980 "FRANCES" 9 100.000001490116 958.000014275312 24.2409830647292 -37.9442614469616 FALSE 0 Inf
"188" 8648 1980 "HERMINE" 9 60.0000008940697 993.000014796853 17.2826083093558 -89.4999979995191 TRUE 60.0000008940697 994.000014811754
"189" 8653 1980 "IVAN" 10 90.0000013411045 970.000014454126 35.0511103276577 -29.8533326660593 FALSE 0 Inf
"190" 8664 1980 "JEANNE" 11 85.0000012665987 986.000014692545 22.8771423457989 -88.837140871478 FALSE 0 Inf
"191" 8671 1980 "KARL" 11 75.0000011175871 985.000014677644 38.4923068319376 -40.5230760173156 FALSE 0 Inf
"192" 8716 1981 "ARLENE" 5 50.0000007450581 999.00001488626 20.7454540817575 -78.099998254329 TRUE 45.0000006705523 999.00001488626
"193" 8726 1981 "BRET" 6 60.0000008940697 996.000014841557 36.2749991891906 -71.1249984102324 FALSE 0 Inf
"194" 8742 1981 "CINDY" 8 50.0000007450581 1002.00001493096 39.7416657783712 -61.2999986298382 FALSE 0 Inf
"195" 8744 1981 "DENNIS" 8 70.0000010430813 995.000014826655 22.0551015478464 -62.9224475731655 TRUE 55.0000008195639 998.000014871359
"196" 8755 1981 "EMILY" 9 80.0000011920929 966.000014394522 38.1914885080558 -56.9148923448743 FALSE 0 Inf
"197" 8757 1981 "FLOYD" 9 100.000001490116 975.000014528632 28.2972966648034 -58.3162149127472 FALSE 0 Inf
"198" 8758 1981 "GERT" 9 90.0000013411045 988.000014722347 27.9555549307002 -59.6777764438755 FALSE 0 Inf
"199" 8760 1981 "HARVEY" 9 115.000001713634 946.000014096498 29.9147052137072 -53.5588223322788 FALSE 0 Inf
"200" 8766 1981 "IRENE" 9 105.000001564622 959.000014290214 23.8860459777332 -46.3720919867588 FALSE 0 Inf
"201" 8778 1981 "JOSE" 10 45.0000006705523 998.000014871359 30.8642850244152 -42.1285704869245 FALSE 0 Inf
"202" 8780 1981 "KATRINA" 11 75.0000011175871 980.000014603138 20.6149995392188 -77.9649982573465 TRUE 65.0000009685755 996.000014841557
"203" 8784 1981 "SUBTROP:UNNAMED" 11 60.0000008940697 978.000014573336 36.034999194555 -70.7699984181672 FALSE 0 Inf
"204" 8831 1982 "ALBERTO" 6 75.0000011175871 985.000014677644 24.3294112209012 -84.3058804685579 FALSE 0 Inf
"205" 8836 1982 "SUBTROP:UNNAMED" 6 60.0000008940697 984.000014662743 35.3083325441306 -74.2999983392656 FALSE 0 Inf
"206" 8861 1982 "BERYL" 8 60.0000008940697 989.000014737248 18.1297293244987 -43.0459449837941 FALSE 0 Inf
"207" 8868 1982 "CHRIS" 9 55.0000008195639 994.000014811754 29.0999993495643 -93.0562479200307 TRUE 55.0000008195639 994.000014811754
"208" 8873 1982 "DEBBY" 9 115.000001713634 950.000014156103 36.0433325277021 -59.3733320062359 FALSE 0 Inf
